40920	8.326976	0.953952
38344	1.669788	0.134296
5569	4.875435	0.728658
43673	1.889461	0.191283
63275	8.385879	1.669485
6808	1.364838	0.640103
41611	0.230453	1.151996
36661	11.865402	0.882810
43605	0.120460	1.352013
15360	8.545204	1.340429
44952	3.424649	1.004504
17934	0.000000	0.147573
27738	8.533823	0.205324
29290	9.829528	0.238620
42330	11.492186	0.263499
36429	3.570968	0.832254
39623	1.771228	0.207612
32404	3.513921	0.991854
27268	4.398172	0.975024
5477	4.276823	1.174874
14254	5.946014	1.614244
68613	13.798970	0.724375
41539	10.393591	1.663724
7917	3.007577	0.297302
21331	1.031938	0.486174
8338	4.751212	0.064693
5176	3.692269	1.655113
18983	10.448091	0.267652
68837	10.585786	0.329557
13438	1.604501	0.069064
48849	3.679497	0.961466
12285	3.795146	0.696694
7826	2.531885	1.659173
5565	9.733340	0.977746
10346	6.093067	1.413798
1823	7.712960	1.054927
9744	11.470364	0.760461
16857	2.886529	0.934416
39336	10.054373	1.138351
65230	9.972470	0.881876
2463	2.335785	1.366145
27353	11.375155	1.528626
16191	0.000000	0.605619
12258	4.126787	0.357501
42377	6.319522	1.058602
25607	8.680527	0.086955
77450	14.856391	1.129823
58732	2.454285	0.222380
46426	7.292202	0.548607
32688	8.745137	0.857348
64890	8.579001	0.683048
8554	2.507302	0.869177
28861	11.415476	1.505466
42050	4.838540	1.680892
32193	10.339507	0.583646
64895	6.573742	1.151433
2355	6.539397	0.462065
0	2.209159	0.723567
70406	11.196378	0.836326
57399	4.229595	0.128253
41732	9.505944	0.005273
11429	8.652725	1.348934
75270	17.101108	0.490712
5459	7.871839	0.717662
73520	8.262131	1.361646
40279	9.015635	1.658555
21540	9.215351	0.806762
17694	6.375007	0.033678
22329	2.262014	1.022169
46570	5.677110	0.709469
42403	11.293017	0.207976
33654	6.590043	1.353117
9171	4.711960	0.194167
28122	8.768099	1.108041
34095	11.502519	0.545097
1774	4.682812	0.578112
40131	12.446578	0.300754
13994	12.908384	1.657722
77064	12.601108	0.974527
11210	3.929456	0.025466
6122	9.751503	1.182050
15341	3.043767	0.888168
44373	4.391522	0.807100
28454	11.695276	0.679015
63771	7.879742	0.154263
9217	5.613163	0.933632
69076	9.140172	0.851300
24489	4.258644	0.206892
16871	6.799831	1.221171
39776	8.752758	0.484418
5901	1.123033	1.180352
40987	10.833248	1.585426
7479	3.051618	0.026781
38768	5.308409	0.030683
4933	1.841792	0.028099
32311	2.261978	1.605603
26501	11.573696	1.061347
37433	8.038764	1.083910
23503	10.734007	0.103715
68607	9.661909	0.350772
